N 100 
0 33 22
1 101 116
2 23 91
3 47 153
4 133 35
5 85 173
6 75 131
7 36 30
8 112 15
9 182 187
10 39 116
11 13 125
12 40 131
13 127 170
14 44 73
15 75 197
16 171 196
17 94 182
18 72 108
19 125 180
20 67 165
21 66 8
22 121 16
23 194 68
24 101 154
25 102 23
26 35 64
27 150 156
28 114 176
29 132 32
30 46 129
31 176 85
32 33 82
33 176 138
34 145 97
35 10 126
36 182 147
37 89 73
38 177 110
39 42 183
40 131 159
41 36 22
42 41 137
43 59 162
44 6 29
45 98 98
46 48 10
47 73 39
48 69 20
49 107 12
50 16 160
51 29 58
52 199 165
53 176 180
54 172 22
55 87 81
56 165 17
57 199 41
58 149 150
59 128 128
60 6 106
61 143 5
62 128 140
63 91 31
64 189 174
65 16 25
66 186 179
67 19 12
68 94 33
69 80 82
70 194 89
71 123 90
72 140 46
73 141 186
74 95 1
75 21 11
76 51 188
77 20 157
78 8 144
79 181 40
80 110 10
81 195 175
82 90 186
83 139 198
84 104 25
85 117 35
86 121 37
87 164 195
88 18 135
89 8 60
90 26 187
91 195 5
92 67 166
93 86 175
94 88 156
95 190 172
96 170 39
97 168 182
98 0 115
99 191 77
