N 100 
0 35 32
1 109 87
2 42 68
3 17 94
4 136 75
5 73 34
6 103 184
7 189 124
8 135 49
9 169 167
10 25 10
11 91 177
12 180 38
13 105 120
14 107 190
15 171 4
16 8 161
17 139 34
18 146 100
19 181 6
20 25 119
21 107 185
22 144 11
23 65 16
24 108 170
25 173 18
26 123 59
27 60 118
28 27 172
29 121 93
30 49 72
31 38 127
32 161 68
33 139 188
34 35 51
35 189 137
36 6 58
37 111 155
38 74 152
39 8 167
40 24 104
41 158 171
42 113 28
43 95 186
44 114 129
45 126 164
46 56 152
47 195 197
48 132 129
49 9 131
50 82 28
51 175 111
52 98 30
53 50 77
54 199 137
55 200 66
56 46 42
57 45 111
58 40 118
59 190 200
60 157 162
61 171 199
62 137 106
63 162 65
64 102 172
65 172 119
66 66 5
67 168 194
68 62 117
69 139 193
70 74 193
71 34 15
72 103 61
73 81 56
74 55 179
75 113 150
76 183 34
77 144 82
78 65 161
79 76 27
80 166 117
81 121 88
82 18 153
83 198 25
84 174 161
85 75 78
86 63 194
87 64 88
88 135 66
89 110 25
90 149 92
91 6 197
92 45 55
93 191 17
94 173 88
95 25 177
96 198 95
97 18 72
98 184 164
99 81 162
