N 100 
0 142 141
1 70 89
2 131 12
3 69 98
4 39 100
5 80 200
6 97 31
7 178 183
8 54 67
9 82 164
10 83 127
11 113 196
12 126 103
13 171 64
14 103 125
15 162 196
16 34 46
17 112 32
18 169 112
19 98 124
20 21 47
21 55 108
22 8 55
23 140 89
24 51 59
25 95 26
26 74 14
27 199 118
28 66 31
29 132 185
30 184 87
31 109 2
32 152 55
33 17 79
34 129 93
35 41 113
36 181 199
37 168 43
38 53 60
39 52 195
40 181 34
41 8 142
42 165 112
43 158 17
44 96 82
45 9 181
46 119 120
47 75 104
48 57 138
49 113 80
50 82 130
51 62 197
52 133 64
53 199 127
54 78 6
55 133 106
56 34 92
57 85 7
58 40 145
59 144 56
60 104 191
61 75 148
62 6 125
63 26 78
64 194 23
65 78 134
66 125 76
67 68 178
68 90 158
69 125 172
70 193 126
71 158 133
72 121 127
73 71 24
74 154 93
75 131 112
76 132 189
77 76 75
78 167 133
79 68 72
80 148 94
81 93 62
82 61 152
83 152 183
84 67 163
85 67 141
86 129 156
87 112 164
88 88 52
89 46 57
90 188 113
91 122 58
92 30 159
93 7 155
94 61 130
95 19 164
96 47 66
97 136 30
98 118 76
99 156 169
