N 100 
0 193 134
1 130 185
2 55 65
3 89 105
4 63 102
5 197 178
6 156 45
7 121 154
8 104 159
9 63 182
10 50 86
11 82 8
12 114 166
13 102 196
14 158 0
15 19 187
16 6 194
17 183 156
18 161 136
19 86 175
20 53 33
21 66 49
22 135 179
23 83 158
24 25 145
25 165 161
26 96 178
27 84 6
28 121 103
29 186 41
30 46 0
31 137 128
32 76 41
33 166 24
34 180 185
35 143 134
36 189 17
37 53 84
38 198 141
39 81 4
40 82 139
41 133 54
42 148 74
43 177 49
44 73 120
45 191 2
46 182 106
47 48 164
48 8 7
49 86 55
50 40 169
51 162 129
52 118 152
53 159 151
54 23 24
55 42 10
56 161 75
57 144 84
58 64 168
59 84 131
60 40 15
61 107 122
62 191 162
63 191 19
64 185 89
65 85 181
66 167 143
67 75 67
68 52 55
69 126 146
70 117 89
71 26 96
72 86 126
73 121 149
74 38 199
75 103 94
76 44 107
77 175 144
78 67 176
79 97 64
80 170 56
81 154 52
82 191 186
83 168 80
84 194 111
85 30 145
86 50 158
87 127 160
88 29 116
89 151 11
90 51 170
91 143 173
92 167 156
93 2 172
94 86 61
95 99 94
96 18 76
97 114 4
98 119 85
99 120 32
