N 100 
0 146 179
1 45 176
2 166 114
3 1 171
4 46 91
5 91 158
6 20 97
7 146 171
8 124 142
9 33 115
10 185 32
11 136 50
12 143 100
13 116 139
14 133 69
15 39 12
16 158 186
17 105 121
18 103 59
19 78 105
20 157 20
21 99 135
22 142 138
23 34 122
24 182 175
25 65 32
26 109 34
27 2 64
28 110 183
29 82 150
30 135 85
31 21 171
32 131 70
33 147 10
34 190 73
35 45 27
36 98 31
37 60 191
38 16 155
39 25 180
40 183 64
41 123 141
42 82 144
43 32 153
44 98 148
45 21 161
46 34 48
47 133 191
48 31 89
49 42 163
50 82 199
51 189 182
52 113 99
53 124 15
54 87 158
55 107 156
56 119 89
57 42 64
58 153 70
59 130 177
60 38 114
61 191 183
62 94 92
63 27 38
64 12 164
65 16 113
66 36 83
67 99 52
68 4 194
69 92 171
70 131 108
71 176 187
72 137 40
73 121 44
74 116 47
75 139 132
76 188 127
77 141 124
78 129 6
79 33 86
80 141 139
81 122 50
82 72 41
83 19 93
84 73 199
85 183 150
86 130 51
87 94 141
88 192 46
89 165 191
90 74 185
91 157 22
92 41 134
93 149 69
94 98 150
95 105 105
96 61 96
97 142 73
98 1 11
99 134 124
