N 100 
0 57 101
1 198 183
2 115 87
3 194 77
4 167 88
5 154 120
6 40 110
7 195 9
8 93 79
9 148 110
10 100 167
11 61 111
12 39 21
13 143 178
14 85 21
15 31 114
16 121 187
17 120 54
18 191 76
19 156 196
20 178 66
21 119 35
22 37 56
23 56 5
24 127 186
25 57 194
26 35 24
27 93 117
28 98 198
29 61 140
30 108 13
31 21 147
32 200 164
33 96 127
34 3 170
35 102 121
36 155 59
37 47 19
38 163 29
39 170 142
40 95 188
41 128 81
42 47 95
43 163 198
44 4 109
45 52 92
46 77 37
47 104 106
48 43 86
49 110 45
50 28 5
51 193 189
52 2 94
53 54 13
54 36 175
55 113 153
56 194 71
57 76 44
58 159 153
59 149 143
60 127 174
61 3 51
62 180 24
63 151 14
64 26 22
65 100 128
66 109 87
67 97 106
68 60 64
69 157 131
70 171 5
71 177 36
72 48 164
73 121 86
74 122 93
75 50 114
76 76 9
77 145 27
78 117 178
79 123 140
80 177 198
81 115 103
82 198 118
83 187 153
84 31 8
85 15 117
86 160 128
87 88 135
88 55 6
89 37 182
90 167 29
91 90 194
92 90 165
93 136 175
94 120 161
95 98 61
96 112 120
97 84 130
98 77 62
99 133 21
