N 100 
0 15 180
1 123 36
2 40 172
3 128 47
4 194 172
5 179 0
6 48 28
7 200 41
8 1 29
9 36 84
10 127 150
11 193 185
12 197 164
13 19 142
14 39 132
15 91 111
16 93 74
17 200 39
18 82 112
19 189 86
20 120 170
21 57 41
22 30 88
23 0 43
24 159 184
25 68 24
26 168 4
27 171 123
28 137 36
29 147 35
30 173 67
31 123 157
32 178 61
33 93 138
34 85 125
35 96 158
36 67 9
37 63 105
38 73 88
39 159 39
40 25 185
41 186 162
42 7 40
43 175 119
44 125 45
45 117 140
46 147 75
47 81 115
48 198 135
49 18 124
50 96 6
51 92 66
52 170 198
53 125 129
54 1 95
55 117 129
56 34 143
57 183 112
58 11 180
59 104 74
60 4 158
61 162 87
62 106 88
63 62 61
64 20 3
65 19 23
66 98 147
67 100 156
68 175 92
69 53 36
70 195 34
71 97 93
72 27 168
73 200 31
74 131 115
75 3 41
76 27 16
77 14 95
78 193 134
79 99 51
80 91 156
81 54 94
82 138 148
83 83 126
84 32 142
85 118 34
86 83 44
87 4 186
88 43 186
89 30 64
90 154 70
91 131 135
92 123 166
93 36 63
94 78 149
95 126 128
96 29 135
97 7 13
98 181 2
99 191 34
