N 100 
0 80 158
1 111 103
2 0 16
3 60 90
4 144 63
5 1 138
6 14 24
7 43 69
8 67 99
9 80 149
10 130 182
11 100 115
12 122 58
13 184 37
14 78 162
15 200 73
16 7 44
17 92 119
18 101 129
19 77 52
20 57 52
21 120 178
22 57 15
23 157 28
24 51 69
25 42 170
26 49 16
27 141 6
28 24 177
29 45 156
30 96 23
31 111 123
32 116 32
33 82 190
34 34 159
35 198 92
36 25 42
37 50 82
38 177 154
39 167 60
40 33 14
41 138 85
42 62 12
43 48 37
44 22 97
45 98 20
46 91 116
47 182 41
48 64 97
49 70 145
50 177 14
51 160 126
52 37 53
53 17 78
54 122 78
55 85 19
56 65 124
57 136 50
58 166 183
59 129 40
60 120 198
61 7 34
62 0 122
63 84 107
64 174 97
65 53 125
66 108 120
67 165 8
68 185 61
69 18 191
70 182 52
71 35 54
72 10 173
73 116 179
74 180 88
75 114 78
76 61 117
77 164 160
78 66 48
79 86 29
80 6 9
81 200 168
82 130 156
83 180 146
84 127 198
85 80 58
86 46 193
87 132 18
88 44 39
89 156 107
90 84 63
91 15 151
92 110 171
93 102 127
94 192 141
95 80 71
96 131 158
97 160 192
98 193 144
99 108 190
