N 200 
0 15 15
1 0 1
2 9 17
3 5 27
4 9 13
5 24 13
6 18 0
7 22 20
8 0 7
9 20 12
10 20 23
11 23 7
12 0 17
13 8 24
14 24 29
15 6 24
16 13 7
17 13 10
18 13 13
19 4 4
20 5 13
21 24 12
22 2 4
23 20 11
24 25 12
25 11 0
26 19 28
27 8 0
28 16 9
29 19 7
30 6 10
31 30 7
32 21 4
33 28 16
34 9 2
35 10 27
36 22 7
37 14 3
38 29 0
39 6 17
40 18 23
41 29 14
42 7 27
43 7 15
44 1 8
45 23 16
46 26 17
47 21 14
48 3 5
49 5 2
50 17 8
51 9 22
52 25 5
53 10 1
54 20 2
55 18 22
56 5 1
57 15 21
58 18 30
59 19 1
60 13 15
61 26 26
62 6 12
63 17 16
64 4 27
65 12 2
66 15 20
67 17 1
68 19 22
69 3 27
70 16 20
71 5 12
72 10 14
73 2 15
74 4 26
75 6 27
76 0 29
77 4 29
78 15 7
79 25 16
80 11 3
81 6 0
82 13 16
83 14 30
84 15 22
85 30 8
86 4 25
87 3 20
88 3 26
89 12 12
90 12 25
91 3 16
92 29 13
93 21 26
94 9 1
95 20 4
96 1 15
97 18 29
98 2 21
99 24 1
100 26 12
101 22 29
102 12 6
103 1 16
104 6 29
105 16 2
106 29 12
107 20 1
108 23 23
109 4 30
110 7 28
111 26 11
112 24 24
113 29 23
114 15 4
115 26 16
116 13 20
117 25 19
118 16 0
119 8 1
120 12 20
121 27 8
122 8 22
123 29 6
124 21 28
125 24 27
126 20 17
127 16 12
128 20 26
129 4 22
130 11 12
131 6 23
132 25 29
133 22 5
134 16 15
135 9 9
136 9 19
137 5 14
138 3 6
139 17 18
140 12 22
141 19 16
142 23 0
143 23 30
144 15 29
145 29 24
146 0 5
147 9 29
148 18 28
149 26 29
150 19 26
151 21 6
152 19 30
153 19 15
154 30 23
155 21 10
156 10 10
157 15 1
158 9 12
159 8 20
160 16 24
161 22 3
162 24 11
163 30 0
164 6 26
165 0 25
166 24 0
167 0 22
168 20 28
169 24 6
170 17 23
171 13 14
172 23 25
173 11 13
174 7 19
175 13 25
176 20 9
177 11 17
178 20 29
179 6 7
180 17 6
181 0 3
182 4 17
183 18 10
184 16 7
185 29 26
186 5 0
187 28 25
188 15 8
189 23 10
190 29 2
191 27 27
192 2 20
193 18 3
194 21 19
195 17 10
196 18 26
197 7 20
198 21 23
199 0 15
