N 100 
0 115 90
1 76 14
2 85 32
3 120 88
4 187 46
5 67 138
6 8 197
7 125 169
8 193 135
9 134 29
10 155 178
11 151 57
12 121 194
13 120 117
14 176 150
15 35 79
16 8 176
17 121 59
18 117 68
19 61 41
20 80 112
21 24 185
22 29 26
23 102 26
24 193 181
25 99 25
26 2 120
27 198 123
28 123 173
29 177 36
30 105 71
31 0 35
32 75 149
33 29 188
34 18 110
35 50 87
36 130 97
37 130 83
38 28 20
39 76 184
40 184 153
41 159 160
42 49 88
43 38 109
44 180 169
45 150 89
46 139 184
47 121 104
48 7 3
49 176 11
50 64 37
51 27 27
52 103 102
53 135 91
54 1 106
55 195 196
56 172 195
57 43 107
58 164 174
59 128 175
60 153 112
61 150 157
62 72 154
63 68 85
64 198 59
65 156 183
66 78 160
67 46 27
68 33 36
69 102 178
70 169 140
71 59 85
72 81 95
73 148 148
74 27 178
75 6 69
76 13 109
77 165 96
78 181 47
79 27 164
80 69 193
81 3 96
82 63 132
83 91 15
84 182 89
85 0 168
86 114 189
87 129 6
88 22 146
89 61 171
90 76 94
91 58 135
92 48 13
93 56 40
94 200 39
95 159 86
96 25 71
97 68 144
98 119 119
99 150 195
