N 100 
0 62 152
1 145 137
2 64 162
3 123 139
4 117 126
5 84 173
6 173 128
7 145 11
8 83 94
9 166 127
10 160 173
11 25 123
12 133 73
13 141 135
14 13 159
15 180 10
16 98 2
17 176 182
18 12 56
19 70 52
20 1 110
21 106 114
22 44 129
23 130 150
24 47 15
25 4 148
26 79 111
27 149 11
28 134 63
29 65 88
30 39 135
31 106 116
32 76 52
33 124 94
34 58 5
35 109 42
36 19 131
37 18 37
38 192 164
39 43 139
40 9 169
41 7 86
42 119 18
43 176 13
44 6 165
45 147 161
46 2 125
47 143 132
48 68 113
49 101 65
50 69 51
51 15 19
52 129 39
53 40 41
54 56 60
55 98 32
56 4 66
57 28 93
58 58 55
59 146 129
60 148 127
61 142 39
62 165 153
63 94 187
64 102 24
65 56 154
66 124 41
67 180 12
68 132 36
69 96 127
70 191 159
71 99 12
72 9 170
73 101 86
74 162 52
75 120 15
76 103 124
77 19 75
78 120 72
79 134 24
80 96 177
81 11 90
82 137 43
83 31 38
84 31 89
85 189 173
86 135 138
87 193 0
88 35 30
89 40 18
90 119 165
91 13 65
92 168 150
93 86 17
94 192 140
95 79 99
96 22 18
97 33 134
98 160 169
99 101 64
