N 100 
0 90 180
1 182 2
2 133 82
3 30 109
4 127 146
5 194 92
6 91 159
7 4 168
8 112 120
9 117 45
10 179 181
11 143 120
12 33 96
13 17 131
14 102 141
15 13 185
16 146 129
17 110 125
18 81 164
19 95 176
20 188 198
21 129 152
22 142 184
23 26 101
24 182 85
25 185 192
26 196 181
27 182 117
28 42 17
29 127 199
30 96 108
31 11 42
32 133 122
33 42 52
34 67 64
35 7 150
36 20 159
37 163 101
38 93 78
39 132 92
40 144 22
41 144 30
42 129 49
43 182 75
44 128 11
45 149 111
46 172 86
47 181 27
48 153 116
49 41 117
50 33 32
51 137 139
52 122 151
53 99 67
54 6 178
55 123 15
56 99 131
57 86 173
58 29 131
59 73 35
60 12 99
61 112 43
62 63 36
63 170 172
64 115 156
65 9 169
66 55 88
67 95 8
68 67 48
69 73 104
70 174 94
71 166 57
72 51 76
73 103 2
74 53 40
75 11 102
76 33 197
77 85 44
78 62 66
79 93 44
80 23 183
81 194 134
82 80 128
83 47 174
84 194 121
85 19 60
86 124 33
87 41 31
88 18 76
89 119 55
90 119 64
91 3 110
92 17 78
93 191 175
94 153 112
95 125 177
96 162 28
97 161 165
98 35 71
99 166 119
