N 100 
0 55 150
1 4 93
2 22 140
3 189 41
4 1 84
5 97 195
6 140 172
7 63 30
8 72 180
9 23 49
10 53 129
11 11 53
12 123 173
13 65 30
14 187 67
15 119 178
16 32 117
17 152 39
18 133 164
19 96 11
20 189 10
21 97 45
22 103 18
23 88 109
24 35 134
25 16 31
26 61 2
27 153 193
28 90 149
29 50 49
30 59 35
31 46 120
32 135 149
33 56 77
34 163 65
35 158 192
36 196 49
37 40 5
38 119 136
39 50 78
40 32 59
41 16 22
42 56 190
43 189 169
44 18 71
45 28 20
46 139 121
47 57 56
48 14 50
49 21 20
50 192 63
51 15 198
52 18 96
53 146 112
54 146 123
55 2 41
56 157 139
57 179 118
58 92 178
59 7 195
60 92 49
61 175 76
62 167 3
63 102 98
64 78 175
65 24 7
66 74 0
67 8 17
68 128 9
69 171 180
70 83 134
71 162 124
72 30 48
73 29 80
74 136 69
75 117 154
76 41 34
77 72 139
78 6 123
79 164 62
80 94 174
81 134 98
82 1 110
83 46 146
84 5 45
85 71 67
86 78 171
87 17 26
88 147 97
89 122 87
90 7 62
91 39 25
92 13 28
93 26 24
94 110 63
95 16 168
96 54 143
97 78 139
98 54 162
99 122 8
