N 100 
0 126 181
1 157 26
2 161 91
3 61 16
4 70 71
5 103 0
6 174 97
7 160 96
8 190 115
9 36 23
10 164 79
11 22 163
12 50 53
13 154 20
14 122 158
15 101 175
16 137 120
17 69 177
18 18 200
19 134 1
20 88 25
21 6 35
22 185 54
23 93 174
24 91 182
25 128 145
26 155 33
27 148 29
28 60 21
29 180 132
30 59 96
31 161 187
32 99 76
33 12 5
34 34 76
35 79 37
36 126 38
37 21 107
38 191 22
39 4 60
40 85 66
41 72 116
42 126 4
43 127 181
44 136 47
45 107 190
46 10 148
47 172 123
48 28 95
49 32 49
50 23 186
51 165 12
52 164 170
53 30 81
54 0 118
55 142 114
56 160 58
57 169 55
58 42 93
59 18 158
60 44 1
61 195 68
62 196 93
63 22 114
64 180 193
65 30 28
66 142 45
67 102 199
68 193 184
69 88 101
70 171 6
71 120 152
72 75 125
73 24 53
74 50 168
75 35 8
76 152 152
77 192 62
78 187 26
79 63 13
80 104 9
81 16 124
82 175 137
83 135 135
84 90 36
85 37 69
86 81 92
87 38 172
88 106 135
89 41 13
90 27 56
91 29 197
92 138 10
93 8 200
94 103 200
95 100 107
96 88 115
97 182 42
98 42 157
99 84 22
