N 100 
0 128 107
1 98 19
2 125 157
3 55 51
4 189 171
5 132 11
6 86 25
7 42 168
8 133 165
9 131 199
10 3 174
11 111 136
12 119 64
13 87 150
14 58 197
15 56 160
16 107 69
17 158 33
18 175 80
19 100 5
20 70 191
21 23 93
22 49 171
23 108 59
24 104 30
25 62 14
26 177 19
27 50 77
28 141 70
29 194 148
30 28 140
31 199 195
32 89 96
33 47 15
34 62 74
35 136 200
36 147 172
37 101 176
38 92 185
39 31 121
40 187 28
41 44 32
42 145 170
43 42 55
44 141 104
45 135 196
46 197 25
47 78 153
48 76 160
49 174 176
50 107 137
51 33 11
52 154 126
53 149 116
54 84 149
55 157 106
56 155 192
57 60 155
58 123 57
59 188 104
60 56 35
61 39 87
62 122 54
63 94 20
64 128 74
65 185 57
66 40 161
67 115 191
68 87 88
69 149 98
70 43 95
71 70 69
72 36 119
73 182 183
74 106 38
75 170 73
76 83 122
77 51 31
78 16 48
79 85 178
80 109 131
81 105 76
82 15 111
83 49 72
84 165 86
85 153 126
86 5 168
87 13 34
88 55 93
89 133 21
90 187 106
91 29 5
92 184 111
93 197 49
94 16 73
95 88 2
96 91 2
97 65 26
98 80 76
99 119 123
