N 100 
0 73 41
1 117 139
2 171 132
3 5 100
4 62 56
5 51 130
6 139 149
7 23 143
8 166 169
9 157 142
10 185 88
11 126 123
12 32 8
13 179 42
14 106 76
15 25 98
16 176 153
17 149 57
18 74 168
19 6 55
20 144 87
21 137 194
22 40 135
23 47 91
24 60 151
25 179 118
26 46 73
27 116 167
28 108 2
29 39 32
30 68 116
31 78 79
32 182 94
33 50 97
34 137 93
35 82 101
36 7 153
37 185 129
38 199 73
39 69 170
40 148 148
41 11 19
42 105 33
43 31 13
44 41 30
45 103 75
46 67 56
47 79 71
48 110 177
49 136 126
50 188 143
51 54 123
52 127 178
53 63 55
54 84 173
55 137 149
56 147 187
57 173 71
58 90 67
59 127 145
60 47 136
61 164 72
62 23 66
63 36 55
64 83 9
65 146 101
66 110 86
67 5 185
68 8 159
69 23 138
70 58 186
71 79 18
72 191 119
73 40 9
74 171 133
75 198 24
76 122 92
77 40 177
78 190 158
79 140 38
80 10 75
81 113 18
82 46 72
83 88 115
84 38 108
85 97 61
86 32 160
87 165 129
88 89 25
89 114 75
90 85 79
91 100 135
92 57 102
93 196 115
94 22 134
95 1 89
96 112 7
97 73 111
98 11 148
99 137 56
