N 100 
0 80 42
1 56 51
2 198 184
3 100 32
4 76 106
5 142 119
6 103 113
7 153 78
8 87 190
9 124 13
10 177 116
11 167 68
12 146 36
13 89 71
14 115 82
15 145 82
16 62 79
17 173 152
18 111 58
19 43 156
20 19 112
21 89 197
22 29 59
23 78 143
24 167 148
25 185 178
26 58 93
27 53 4
28 43 15
29 199 53
30 61 182
31 120 122
32 177 60
33 12 41
34 141 116
35 41 69
36 72 144
37 198 5
38 78 81
39 179 17
40 175 58
41 30 84
42 49 26
43 52 115
44 74 37
45 55 117
46 128 141
47 53 103
48 29 46
49 74 156
50 93 5
51 187 120
52 189 2
53 141 74
54 104 167
55 33 151
56 71 49
57 113 190
58 27 83
59 76 145
60 134 180
61 151 151
62 48 39
63 93 14
64 71 31
65 58 64
66 171 14
67 135 99
68 80 144
69 90 182
70 37 95
71 65 123
72 145 151
73 136 184
74 74 30
75 134 116
76 28 149
77 32 196
78 178 171
79 171 7
80 25 181
81 124 186
82 150 110
83 195 52
84 101 123
85 118 42
86 50 191
87 66 26
88 128 19
89 13 7
90 157 87
91 55 33
92 10 129
93 74 151
94 193 126
95 93 16
96 116 69
97 68 126
98 191 39
99 98 186
