N 100 
0 115 169
1 105 122
2 151 39
3 171 37
4 70 70
5 57 190
6 100 133
7 86 103
8 59 125
9 14 119
10 5 172
11 65 122
12 139 136
13 97 50
14 106 57
15 179 108
16 191 78
17 161 85
18 150 151
19 122 166
20 54 52
21 159 58
22 64 89
23 79 136
24 165 144
25 22 137
26 108 96
27 11 115
28 75 66
29 177 155
30 64 23
31 27 144
32 176 5
33 147 56
34 130 121
35 59 34
36 99 142
37 68 89
38 122 120
39 32 163
40 63 167
41 85 70
42 165 139
43 84 25
44 62 184
45 56 51
46 187 167
47 173 101
48 35 184
49 82 55
50 165 114
51 135 84
52 46 92
53 12 176
54 178 68
55 130 98
56 19 93
57 23 80
58 86 30
59 118 81
60 81 13
61 178 151
62 90 71
63 13 72
64 17 47
65 151 120
66 19 163
67 148 136
68 183 170
69 171 142
70 182 72
71 77 157
72 190 181
73 156 57
74 66 62
75 66 69
76 3 62
77 119 152
78 110 11
79 154 168
80 11 83
81 198 104
82 182 134
83 53 32
84 176 174
85 23 132
86 77 173
87 118 168
88 103 75
89 137 139
90 140 13
91 50 161
92 162 13
93 197 17
94 105 136
95 6 88
96 44 105
97 10 172
98 100 20
99 20 68
