N 100 
0 77 145
1 161 168
2 125 100
3 117 120
4 45 77
5 60 107
6 116 196
7 93 181
8 77 21
9 130 53
10 178 165
11 61 200
12 139 42
13 200 125
14 82 10
15 197 166
16 33 129
17 179 171
18 5 44
19 91 6
20 149 94
21 193 98
22 159 95
23 150 114
24 35 98
25 128 92
26 181 33
27 75 120
28 113 128
29 56 119
30 110 128
31 24 198
32 11 2
33 131 121
34 151 163
35 75 135
36 17 150
37 94 26
38 24 37
39 169 49
40 15 38
41 109 188
42 80 190
43 160 117
44 73 130
45 31 128
46 65 22
47 51 84
48 39 56
49 193 177
50 5 99
51 30 42
52 190 65
53 7 182
54 172 20
55 63 148
56 58 67
57 141 98
58 117 59
59 12 126
60 70 95
61 6 51
62 164 103
63 79 9
64 165 155
65 172 102
66 71 111
67 78 123
68 17 107
69 190 133
70 170 196
71 10 13
72 97 45
73 92 198
74 184 114
75 7 142
76 26 1
77 3 11
78 4 111
79 34 137
80 107 126
81 150 120
82 59 112
83 22 189
84 130 61
85 127 156
86 171 36
87 120 173
88 101 133
89 191 111
90 80 7
91 11 30
92 163 183
93 143 127
94 15 115
95 63 112
96 34 48
97 34 1
98 35 166
99 6 191
