N 100 
0 172 83
1 124 54
2 62 138
3 187 190
4 39 192
5 57 191
6 40 31
7 143 143
8 10 177
9 6 185
10 81 188
11 123 60
12 113 65
13 62 197
14 69 87
15 53 148
16 193 37
17 151 98
18 163 125
19 5 21
20 17 50
21 65 54
22 104 117
23 9 96
24 184 181
25 99 1
26 44 70
27 109 62
28 170 100
29 12 179
30 2 144
31 43 22
32 144 94
33 186 139
34 165 162
35 7 144
36 33 111
37 12 142
38 57 192
39 110 141
40 155 57
41 5 100
42 72 4
43 26 145
44 164 132
45 149 89
46 171 31
47 163 62
48 83 131
49 57 12
50 144 68
51 166 102
52 129 42
53 128 198
54 153 97
55 194 80
56 181 48
57 94 190
58 69 58
59 170 68
60 116 132
61 188 35
62 4 160
63 52 116
64 177 50
65 17 84
66 57 197
67 59 90
68 8 74
69 95 37
70 40 58
71 29 5
72 113 74
73 17 124
74 5 156
75 9 23
76 52 192
77 174 83
78 152 62
79 46 16
80 138 1
81 59 11
82 41 76
83 57 96
84 78 72
85 114 98
86 69 169
87 105 40
88 46 30
89 176 78
90 63 199
91 64 170
92 138 71
93 85 103
94 135 2
95 14 81
96 140 45
97 98 33
98 72 186
99 132 81
