N 100 
0 118 102
1 114 26
2 17 106
3 117 45
4 160 98
5 91 1
6 177 42
7 36 93
8 71 122
9 114 25
10 68 184
11 19 15
12 162 93
13 50 173
14 149 99
15 16 39
16 191 81
17 54 170
18 189 133
19 68 126
20 130 125
21 129 21
22 174 49
23 182 112
24 139 137
25 87 183
26 65 177
27 82 62
28 31 124
29 40 154
30 140 109
31 185 162
32 168 2
33 86 139
34 130 27
35 18 99
36 134 133
37 194 138
38 13 132
39 32 134
40 87 107
41 68 76
42 198 108
43 149 31
44 106 152
45 34 77
46 85 19
47 14 176
48 8 93
49 61 47
50 146 14
51 27 60
52 188 135
53 161 179
54 199 99
55 111 183
56 141 194
57 75 41
58 55 169
59 193 190
60 167 134
61 170 107
62 122 171
63 95 159
64 164 56
65 155 1
66 20 33
67 194 48
68 167 127
69 98 76
70 133 178
71 37 190
72 144 114
73 62 66
74 153 54
75 161 91
76 20 120
77 85 99
78 57 95
79 25 4
80 12 61
81 68 169
82 118 176
83 166 171
84 22 128
85 70 63
86 23 79
87 82 136
88 169 67
89 94 192
90 104 186
91 152 54
92 41 147
93 136 71
94 14 195
95 190 175
96 150 68
97 8 110
98 93 25
99 118 138
