N 100 
0 199 167
1 85 181
2 152 195
3 92 43
4 155 95
5 149 171
6 73 110
7 91 64
8 178 115
9 135 99
10 198 162
11 86 166
12 178 34
13 117 58
14 89 84
15 65 158
16 50 69
17 63 168
18 7 127
19 124 93
20 176 131
21 23 51
22 75 161
23 123 72
24 139 105
25 178 3
26 93 70
27 5 82
28 100 157
29 150 4
30 102 186
31 100 88
32 177 102
33 49 82
34 48 83
35 139 132
36 9 13
37 183 38
38 11 146
39 124 121
40 128 134
41 7 17
42 176 15
43 4 170
44 192 87
45 196 111
46 33 71
47 89 26
48 108 135
49 171 45
50 17 22
51 68 40
52 128 126
53 82 171
54 141 141
55 26 19
56 144 32
57 87 99
58 111 149
59 28 84
60 182 151
61 56 72
62 65 122
63 58 192
64 198 196
65 29 64
66 70 33
67 166 181
68 29 169
69 125 16
70 58 151
71 88 163
72 88 169
73 32 14
74 10 25
75 153 137
76 53 37
77 48 115
78 81 167
79 173 34
80 142 105
81 141 83
82 24 17
83 33 121
84 2 142
85 183 35
86 17 95
87 116 6
88 161 8
89 72 129
90 7 130
91 96 138
92 122 3
93 120 190
94 28 41
95 102 166
96 177 61
97 72 165
98 53 158
99 70 167
