N 100 
0 48 89
1 135 22
2 25 95
3 177 143
4 44 160
5 100 143
6 174 45
7 67 38
8 83 123
9 143 93
10 113 51
11 167 179
12 63 62
13 101 49
14 96 157
15 85 144
16 173 177
17 15 61
18 8 48
19 196 168
20 160 131
21 59 113
22 5 179
23 137 172
24 2 89
25 140 72
26 87 15
27 177 145
28 40 181
29 138 139
30 139 35
31 78 49
32 58 129
33 14 58
34 158 95
35 144 128
36 199 2
37 140 30
38 174 143
39 31 4
40 151 90
41 165 95
42 152 51
43 137 37
44 52 167
45 170 135
46 18 65
47 10 162
48 26 157
49 21 140
50 135 112
51 61 3
52 116 37
53 53 199
54 109 61
55 160 103
56 56 103
57 147 190
58 35 166
59 158 53
60 125 146
61 45 13
62 102 191
63 121 160
64 167 18
65 2 20
66 181 23
67 68 195
68 143 17
69 146 97
70 84 87
71 186 52
72 134 4
73 200 64
74 187 139
75 8 73
76 154 47
77 170 44
78 112 9
79 57 133
80 163 78
81 7 126
82 38 122
83 116 119
84 97 196
85 122 186
86 99 58
87 6 81
88 122 109
89 196 5
90 84 22
91 42 194
92 53 38
93 137 200
94 68 22
95 170 93
96 194 162
97 32 80
98 29 69
99 35 87
