N 100 
0 66 142
1 9 121
2 98 78
3 130 51
4 123 1
5 69 142
6 17 19
7 38 76
8 77 90
9 88 47
10 177 174
11 179 21
12 148 123
13 185 156
14 116 123
15 100 35
16 161 161
17 164 39
18 189 51
19 169 42
20 180 138
21 115 56
22 32 116
23 59 29
24 67 52
25 72 137
26 125 136
27 66 149
28 71 69
29 95 71
30 116 14
31 131 149
32 57 191
33 92 34
34 58 67
35 120 189
36 113 47
37 95 151
38 36 172
39 193 178
40 193 91
41 28 5
42 18 48
43 2 40
44 87 97
45 126 33
46 183 21
47 7 112
48 181 166
49 145 53
50 68 0
51 69 52
52 108 35
53 99 149
54 72 161
55 50 89
56 11 145
57 36 158
58 103 144
59 169 0
60 197 116
61 121 175
62 24 92
63 47 180
64 7 195
65 102 57
66 158 180
67 171 128
68 11 36
69 12 127
70 136 38
71 179 134
72 113 174
73 56 38
74 166 23
75 144 133
76 89 179
77 125 165
78 159 153
79 32 149
80 81 136
81 150 9
82 117 21
83 120 165
84 101 90
85 11 24
86 185 8
87 141 81
88 136 29
89 112 133
90 34 46
91 112 80
92 43 154
93 199 108
94 169 90
95 131 99
96 69 25
97 67 68
98 171 87
99 137 54
