N 100 
0 36 159
1 189 164
2 158 70
3 118 172
4 132 127
5 4 77
6 50 45
7 131 12
8 111 56
9 129 51
10 198 109
11 23 49
12 52 91
13 152 164
14 59 3
15 182 131
16 8 111
17 13 43
18 30 134
19 50 4
20 96 164
21 112 158
22 170 86
23 186 109
24 2 41
25 56 178
26 92 40
27 20 86
28 147 34
29 108 54
30 85 133
31 107 121
32 37 18
33 169 166
34 60 140
35 102 55
36 200 171
37 150 58
38 109 33
39 166 113
40 192 164
41 175 111
42 135 43
43 187 62
44 9 29
45 70 68
46 72 182
47 14 113
48 60 70
49 116 139
50 46 126
51 101 58
52 144 81
53 94 197
54 127 172
55 26 2
56 10 41
57 27 195
58 113 46
59 193 43
60 5 64
61 81 137
62 52 46
63 91 129
64 135 200
65 194 154
66 18 154
67 133 142
68 51 20
69 19 182
70 183 77
71 130 42
72 86 26
73 84 20
74 48 65
75 32 18
76 21 12
77 145 15
78 177 42
79 86 70
80 153 145
81 143 77
82 106 127
83 148 200
84 138 162
85 192 83
86 17 134
87 145 48
88 74 126
89 20 157
90 188 141
91 27 53
92 46 31
93 35 25
94 56 39
95 126 33
96 178 52
97 117 163
98 3 189
99 106 151
