N 100 
0 141 86
1 49 37
2 188 5
3 106 139
4 117 1
5 82 118
6 8 151
7 192 151
8 71 100
9 164 98
10 2 37
11 168 26
12 5 129
13 92 113
14 127 13
15 42 141
16 150 172
17 86 44
18 181 185
19 160 104
20 145 162
21 165 122
22 200 167
23 91 8
24 84 10
25 167 184
26 137 82
27 37 184
28 83 18
29 181 79
30 195 24
31 177 165
32 180 141
33 34 43
34 80 176
35 157 139
36 185 25
37 0 98
38 30 103
39 67 16
40 195 177
41 73 53
42 106 88
43 136 192
44 190 83
45 141 145
46 76 85
47 156 53
48 0 8
49 85 85
50 121 184
51 124 137
52 153 59
53 18 127
54 65 51
55 40 69
56 86 185
57 106 105
58 167 31
59 148 25
60 102 138
61 147 122
62 181 13
63 158 44
64 110 92
65 160 15
66 130 2
67 13 160
68 23 147
69 193 166
70 58 4
71 126 162
72 156 68
73 61 6
74 123 38
75 180 185
76 162 197
77 6 183
78 6 54
79 196 168
80 108 88
81 33 200
82 38 9
83 137 49
84 77 8
85 111 11
86 92 148
87 18 89
88 10 173
89 17 68
90 23 120
91 116 130
92 10 102
93 80 15
94 118 70
95 90 44
96 103 28
97 72 72
98 71 74
99 10 18
