N 100 
0 64 84
1 7 42
2 149 128
3 10 124
4 168 82
5 123 163
6 136 128
7 43 53
8 66 76
9 168 73
10 71 132
11 62 177
12 120 86
13 192 113
14 101 94
15 172 54
16 135 93
17 67 44
18 134 154
19 101 177
20 33 16
21 121 45
22 26 200
23 154 146
24 178 142
25 56 66
26 35 92
27 127 70
28 64 19
29 181 111
30 56 150
31 175 112
32 58 161
33 115 141
34 28 102
35 74 166
36 23 85
37 140 145
38 166 35
39 25 82
40 195 67
41 85 160
42 137 128
43 196 190
44 142 30
45 137 178
46 40 99
47 26 175
48 161 177
49 126 72
50 3 158
51 107 71
52 76 143
53 92 193
54 38 165
55 108 194
56 168 110
57 165 20
58 197 158
59 156 171
60 164 28
61 66 118
62 189 159
63 28 44
64 193 149
65 34 21
66 113 163
67 16 117
68 122 92
69 96 152
70 73 1
71 23 200
72 155 78
73 85 38
74 83 62
75 103 197
76 24 84
77 109 112
78 32 100
79 158 91
80 78 54
81 112 184
82 170 167
83 197 64
84 85 87
85 50 163
86 21 176
87 173 153
88 21 36
89 152 153
90 50 66
91 101 178
92 142 47
93 165 66
94 110 82
95 11 14
96 123 66
97 72 186
98 95 189
99 91 139
