N 100 
0 19 149
1 43 122
2 135 19
3 197 150
4 147 121
5 168 44
6 82 75
7 34 67
8 177 11
9 176 156
10 103 31
11 181 81
12 53 101
13 181 155
14 95 14
15 82 58
16 67 2
17 15 153
18 99 133
19 116 32
20 64 119
21 35 142
22 22 177
23 133 141
24 98 191
25 83 100
26 24 12
27 36 122
28 191 46
29 55 133
30 166 156
31 194 96
32 148 66
33 182 114
34 56 20
35 164 36
36 197 93
37 157 65
38 73 193
39 131 26
40 173 78
41 113 43
42 31 18
43 60 30
44 168 174
45 48 43
46 29 123
47 61 16
48 182 178
49 148 34
50 128 163
51 41 41
52 170 57
53 166 37
54 144 141
55 193 5
56 119 133
57 89 142
58 108 4
59 36 27
60 183 102
61 108 26
62 181 186
63 98 34
64 199 108
65 100 37
66 154 27
67 27 70
68 1 117
69 150 13
70 25 131
71 101 161
72 65 92
73 24 99
74 75 132
75 19 17
76 152 40
77 109 128
78 48 42
79 113 47
80 120 56
81 4 28
82 75 24
83 58 16
84 186 150
85 27 88
86 108 163
87 57 112
88 98 156
89 125 21
90 142 14
91 168 161
92 191 162
93 59 135
94 115 169
95 161 106
96 181 154
97 169 83
98 69 98
99 192 50
