N 100 
0 22 122
1 25 191
2 93 82
3 53 77
4 39 185
5 14 179
6 103 57
7 110 93
8 99 180
9 14 122
10 98 93
11 158 95
12 44 188
13 49 113
14 184 167
15 81 174
16 54 7
17 150 47
18 51 4
19 192 161
20 10 116
21 93 62
22 143 68
23 58 45
24 32 118
25 78 110
26 102 13
27 62 60
28 59 55
29 53 42
30 44 147
31 160 180
32 57 101
33 29 168
34 88 72
35 101 26
36 30 144
37 175 134
38 82 165
39 65 142
40 120 7
41 109 123
42 127 113
43 125 5
44 148 9
45 125 64
46 134 162
47 42 194
48 162 157
49 87 25
50 5 5
51 69 162
52 122 131
53 114 117
54 56 174
55 122 151
56 15 92
57 143 176
58 127 196
59 72 50
60 7 159
61 175 20
62 103 8
63 160 70
64 200 119
65 65 156
66 132 100
67 70 51
68 21 150
69 128 25
70 108 95
71 32 171
72 154 11
73 154 56
74 16 90
75 86 43
76 43 32
77 189 53
78 154 167
79 64 22
80 193 80
81 142 163
82 47 30
83 58 114
84 135 184
85 24 83
86 62 67
87 88 83
88 126 20
89 30 189
90 28 108
91 137 133
92 182 122
93 156 111
94 17 33
95 142 131
96 199 132
97 31 66
98 160 13
99 178 52
