N 100 
0 158 45
1 60 168
2 163 86
3 32 199
4 73 76
5 26 151
6 138 32
7 200 49
8 196 147
9 72 186
10 85 29
11 71 110
12 3 186
13 121 81
14 39 55
15 130 120
16 113 52
17 191 91
18 47 189
19 10 115
20 185 106
21 137 162
22 87 33
23 14 59
24 22 151
25 100 44
26 72 49
27 197 76
28 116 45
29 135 168
30 8 100
31 18 44
32 133 191
33 188 77
34 157 99
35 50 24
36 146 51
37 117 50
38 122 143
39 24 196
40 101 189
41 78 0
42 107 65
43 69 139
44 146 106
45 95 150
46 172 149
47 74 192
48 132 107
49 22 141
50 149 57
51 27 150
52 183 191
53 108 106
54 5 40
55 71 126
56 198 30
57 168 166
58 150 95
59 103 132
60 188 182
61 66 83
62 113 196
63 96 145
64 43 137
65 171 121
66 12 26
67 79 176
68 73 66
69 176 100
70 116 125
71 42 156
72 168 21
73 123 23
74 197 78
75 48 7
76 110 195
77 179 78
78 188 79
79 90 2
80 150 117
81 135 86
82 9 19
83 187 38
84 181 145
85 2 125
86 164 110
87 174 191
88 27 55
89 48 78
90 193 35
91 147 57
92 139 141
93 45 27
94 13 94
95 151 168
96 41 3
97 181 182
98 23 45
99 185 31
