N 100 
0 16 41
1 2 7
2 162 80
3 47 178
4 16 183
5 0 4
6 133 67
7 194 171
8 40 0
9 164 171
10 148 34
11 42 139
12 136 67
13 45 124
14 69 79
15 25 150
16 194 15
17 91 188
18 160 44
19 81 126
20 86 180
21 191 65
22 93 124
23 117 180
24 81 90
25 172 136
26 194 190
27 87 199
28 48 83
29 114 147
30 142 49
31 126 7
32 3 80
33 115 152
34 111 177
35 34 121
36 84 11
37 117 184
38 150 119
39 71 46
40 29 4
41 135 7
42 187 195
43 58 175
44 135 2
45 81 20
46 52 197
47 17 110
48 158 149
49 175 161
50 97 191
51 164 117
52 74 181
53 95 22
54 150 23
55 10 157
56 68 39
57 125 81
58 24 194
59 2 73
60 138 128
61 162 197
62 114 93
63 18 25
64 147 149
65 199 124
66 133 119
67 161 125
68 95 60
69 141 189
70 49 14
71 74 77
72 142 1
73 35 19
74 68 23
75 200 84
76 0 2
77 151 178
78 143 115
79 63 99
80 171 180
81 198 18
82 24 123
83 7 77
84 31 184
85 128 2
86 53 126
87 110 164
88 37 61
89 176 195
90 115 45
91 127 151
92 77 69
93 168 1
94 66 87
95 23 169
96 120 49
97 34 39
98 127 46
99 100 197
