N 100 
0 51 64
1 39 110
2 34 194
3 200 127
4 20 81
5 32 133
6 128 189
7 57 171
8 169 30
9 86 125
10 153 30
11 114 162
12 68 154
13 63 175
14 133 183
15 145 62
16 60 73
17 85 98
18 127 192
19 6 159
20 193 179
21 111 193
22 142 15
23 164 143
24 122 102
25 55 187
26 41 140
27 140 173
28 148 95
29 9 147
30 8 85
31 170 22
32 154 116
33 58 23
34 188 24
35 28 52
36 10 122
37 121 94
38 198 144
39 161 63
40 143 94
41 170 109
42 153 175
43 164 179
44 0 171
45 9 30
46 11 126
47 130 107
48 143 48
49 176 99
50 74 118
51 190 17
52 133 43
53 92 79
54 98 113
55 103 32
56 63 24
57 70 182
58 182 11
59 120 177
60 194 172
61 13 62
62 186 81
63 125 10
64 58 132
65 96 178
66 126 169
67 103 150
68 80 174
69 125 20
70 157 169
71 85 73
72 188 28
73 36 119
74 144 6
75 97 145
76 134 14
77 41 18
78 93 136
79 54 131
80 103 30
81 90 110
82 17 146
83 93 183
84 105 11
85 180 27
86 49 63
87 198 11
88 149 196
89 150 1
90 119 163
91 195 78
92 133 112
93 9 188
94 188 19
95 95 194
96 56 118
97 14 132
98 68 139
99 0 111
