N 100 
0 142 63
1 99 62
2 81 176
3 67 195
4 160 37
5 158 139
6 100 128
7 139 183
8 91 61
9 148 29
10 193 131
11 21 147
12 134 54
13 64 92
14 68 194
15 95 63
16 64 190
17 146 172
18 88 52
19 184 121
20 38 127
21 160 140
22 34 23
23 175 153
24 171 94
25 90 125
26 14 56
27 28 182
28 119 65
29 188 104
30 131 142
31 53 94
32 174 189
33 84 178
34 83 38
35 77 127
36 183 134
37 183 41
38 113 55
39 128 125
40 23 95
41 111 0
42 16 9
43 119 190
44 51 100
45 155 112
46 132 114
47 139 130
48 28 189
49 39 72
50 17 107
51 54 43
52 143 11
53 96 61
54 54 121
55 78 33
56 63 128
57 180 98
58 150 113
59 172 37
60 156 132
61 192 107
62 76 120
63 101 70
64 37 0
65 55 157
66 9 96
67 8 97
68 102 197
69 96 132
70 199 87
71 102 113
72 143 72
73 10 60
74 190 80
75 67 119
76 16 46
77 100 81
78 191 68
79 27 176
80 67 114
81 4 91
82 139 36
83 114 140
84 28 154
85 158 113
86 40 173
87 119 79
88 86 51
89 131 49
90 88 171
91 67 118
92 83 123
93 37 13
94 122 180
95 22 152
96 12 175
97 26 6
98 9 43
99 78 79
