N 100 
0 139 99
1 151 19
2 100 164
3 27 172
4 49 134
5 147 142
6 116 177
7 67 200
8 94 57
9 32 187
10 104 13
11 104 6
12 144 6
13 127 155
14 112 139
15 13 184
16 72 85
17 7 75
18 92 79
19 92 14
20 34 136
21 17 167
22 27 90
23 91 103
24 128 165
25 89 155
26 163 121
27 122 88
28 196 118
29 115 45
30 50 90
31 31 2
32 97 188
33 108 27
34 24 3
35 65 111
36 30 70
37 187 149
38 117 136
39 49 43
40 35 139
41 189 101
42 153 181
43 135 183
44 66 109
45 47 45
46 69 71
47 142 156
48 122 50
49 115 170
50 99 72
51 100 14
52 126 142
53 191 137
54 118 174
55 82 74
56 30 88
57 191 79
58 44 102
59 68 37
60 44 13
61 53 130
62 131 13
63 97 77
64 54 89
65 26 46
66 150 33
67 61 15
68 172 103
69 0 169
70 172 87
71 96 54
72 189 137
73 87 132
74 174 83
75 66 66
76 29 109
77 103 115
78 19 120
79 156 134
80 178 49
81 133 190
82 175 28
83 46 12
84 195 182
85 28 149
86 50 16
87 56 95
88 97 181
89 148 146
90 189 12
91 161 91
92 67 196
93 107 10
94 117 168
95 105 78
96 80 132
97 39 106
98 31 67
99 127 1
