N 100 
0 133 152
1 35 10
2 113 57
3 104 74
4 106 80
5 132 11
6 191 175
7 8 58
8 144 178
9 13 0
10 116 172
11 200 25
12 96 122
13 100 176
14 69 12
15 32 167
16 160 124
17 171 196
18 139 173
19 192 165
20 79 27
21 158 198
22 154 188
23 160 195
24 36 132
25 108 124
26 80 179
27 32 182
28 43 93
29 18 8
30 132 108
31 90 134
32 42 130
33 136 110
34 176 57
35 101 32
36 0 69
37 94 12
38 124 14
39 169 19
40 107 150
41 138 11
42 128 182
43 66 26
44 135 33
45 150 84
46 33 23
47 39 63
48 74 103
49 7 125
50 92 41
51 176 48
52 129 51
53 111 126
54 113 48
55 150 184
56 85 80
57 95 26
58 75 5
59 163 27
60 68 149
61 131 184
62 141 170
63 144 193
64 74 50
65 189 119
66 46 46
67 152 22
68 163 150
69 11 197
70 34 123
71 175 196
72 176 11
73 108 39
74 188 190
75 141 48
76 157 199
77 137 126
78 137 122
79 91 18
80 196 20
81 167 116
82 117 102
83 35 166
84 99 114
85 71 76
86 102 40
87 162 183
88 182 70
89 75 0
90 60 127
91 102 6
92 35 2
93 63 30
94 24 141
95 107 157
96 23 51
97 185 113
98 173 161
99 127 177
