N 100 
0 3 174
1 129 162
2 105 180
3 94 118
4 117 93
5 76 94
6 174 0
7 154 125
8 44 189
9 34 40
10 155 111
11 175 30
12 81 193
13 190 173
14 156 46
15 85 109
16 183 62
17 131 184
18 25 83
19 82 9
20 179 152
21 18 46
22 110 85
23 91 159
24 8 34
25 176 98
26 194 145
27 45 79
28 120 6
29 17 149
30 76 99
31 58 49
32 137 76
33 13 162
34 28 125
35 4 131
36 183 19
37 51 82
38 149 46
39 32 119
40 155 132
41 39 157
42 36 76
43 138 5
44 154 111
45 37 78
46 178 10
47 69 146
48 111 67
49 159 162
50 33 115
51 69 190
52 73 140
53 160 17
54 71 79
55 183 113
56 47 51
57 120 32
58 36 139
59 182 123
60 183 151
61 175 126
62 22 181
63 26 9
64 32 77
65 38 188
66 110 66
67 109 43
68 38 183
69 176 54
70 192 190
71 35 116
72 140 152
73 4 6
74 86 176
75 168 145
76 132 24
77 197 147
78 58 78
79 163 185
80 184 200
81 6 13
82 85 166
83 33 68
84 85 100
85 30 139
86 45 27
87 139 42
88 62 134
89 177 134
90 5 156
91 68 57
92 158 126
93 60 30
94 49 169
95 32 182
96 89 165
97 48 175
98 30 26
99 9 178
