N 100 
0 93 10
1 133 124
2 46 20
3 1 86
4 149 117
5 14 97
6 168 184
7 50 35
8 45 54
9 200 106
10 177 54
11 116 53
12 24 160
13 72 162
14 27 30
15 49 177
16 136 131
17 34 173
18 72 27
19 35 28
20 64 52
21 27 81
22 133 181
23 38 171
24 83 57
25 57 52
26 98 135
27 106 175
28 127 8
29 64 44
30 191 105
31 13 2
32 183 39
33 75 58
34 66 178
35 64 84
36 76 27
37 42 183
38 87 186
39 69 3
40 120 112
41 79 196
42 71 192
43 40 127
44 198 109
45 46 53
46 173 45
47 28 140
48 19 168
49 55 147
50 18 47
51 30 63
52 78 86
53 121 17
54 142 43
55 129 101
56 146 114
57 59 96
58 67 19
59 20 45
60 165 110
61 167 149
62 119 32
63 172 132
64 89 35
65 79 143
66 1 51
67 146 112
68 48 52
69 191 42
70 68 130
71 61 7
72 195 27
73 99 78
74 193 84
75 41 112
76 74 145
77 105 95
78 36 69
79 100 180
80 120 6
81 168 173
82 174 160
83 94 103
84 117 56
85 174 47
86 12 123
87 10 180
88 117 189
89 25 175
90 80 171
91 104 57
92 194 18
93 104 97
94 142 3
95 117 6
96 185 61
97 154 27
98 24 174
99 159 153
