N 100 
0 41 189
1 25 140
2 167 26
3 4 38
4 20 72
5 199 181
6 183 69
7 65 85
8 102 189
9 58 138
10 195 48
11 55 192
12 47 168
13 91 149
14 100 92
15 172 4
16 43 128
17 31 94
18 98 99
19 179 169
20 85 3
21 95 82
22 84 158
23 5 131
24 42 109
25 165 120
26 27 192
27 172 40
28 104 174
29 168 103
30 24 85
31 1 33
32 121 5
33 33 197
34 193 107
35 191 184
36 178 101
37 96 115
38 171 158
39 151 197
40 183 122
41 171 42
42 162 45
43 59 117
44 181 196
45 155 51
46 155 183
47 96 77
48 140 37
49 37 123
50 32 66
51 41 46
52 12 30
53 8 85
54 170 188
55 103 99
56 95 164
57 168 198
58 113 12
59 59 104
60 123 1
61 182 196
62 7 135
63 98 26
64 110 178
65 88 184
66 155 130
67 18 199
68 1 40
69 137 108
70 14 164
71 50 125
72 129 47
73 189 5
74 41 65
75 116 167
76 80 95
77 58 150
78 160 44
79 24 42
80 55 12
81 30 112
82 4 193
83 199 126
84 18 69
85 83 189
86 63 122
87 59 184
88 153 107
89 115 106
90 35 191
91 42 107
92 22 181
93 125 124
94 64 173
95 183 164
96 102 65
97 54 1
98 65 14
99 37 86
