N 100 
0 138 172
1 84 68
2 166 134
3 116 174
4 107 98
5 121 141
6 176 38
7 51 107
8 152 7
9 124 48
10 5 176
11 131 171
12 87 173
13 4 177
14 87 186
15 162 18
16 37 84
17 11 77
18 176 124
19 85 40
20 98 88
21 30 181
22 98 90
23 54 183
24 118 199
25 5 60
26 176 81
27 29 147
28 116 198
29 110 17
30 25 39
31 8 39
32 37 163
33 80 121
34 165 76
35 69 35
36 30 122
37 79 182
38 7 127
39 193 14
40 24 63
41 177 156
42 99 3
43 100 181
44 157 91
45 5 42
46 26 151
47 64 73
48 191 128
49 57 49
50 111 161
51 162 9
52 8 99
53 3 162
54 128 113
55 45 80
56 142 191
57 32 196
58 75 194
59 125 95
60 184 45
61 126 55
62 51 114
63 199 136
64 197 52
65 157 124
66 40 77
67 115 198
68 46 5
69 161 3
70 142 41
71 97 97
72 108 41
73 80 32
74 165 178
75 98 147
76 24 182
77 109 69
78 61 188
79 195 120
80 193 6
81 39 155
82 137 55
83 140 193
84 72 196
85 31 5
86 107 156
87 45 167
88 85 92
89 59 52
90 172 45
91 147 42
92 183 170
93 189 77
94 160 101
95 109 30
96 17 177
97 102 69
98 62 25
99 185 42
