N 100 
0 168 157
1 122 100
2 110 44
3 103 52
4 87 181
5 27 116
6 190 65
7 19 59
8 82 57
9 69 22
10 159 179
11 16 165
12 138 71
13 102 162
14 160 164
15 137 30
16 188 69
17 77 181
18 104 131
19 1 169
20 129 163
21 81 27
22 185 184
23 92 151
24 171 119
25 129 150
26 134 199
27 147 190
28 61 157
29 130 122
30 19 179
31 44 156
32 105 58
33 71 69
34 139 102
35 200 4
36 182 144
37 5 10
38 147 2
39 1 174
40 155 46
41 131 3
42 33 84
43 167 115
44 91 95
45 149 170
46 80 172
47 9 19
48 109 129
49 39 31
50 187 156
51 85 101
52 32 91
53 71 100
54 187 181
55 20 103
56 131 20
57 159 31
58 61 170
59 67 42
60 161 98
61 72 98
62 44 14
63 128 181
64 43 147
65 76 170
66 3 78
67 130 18
68 4 140
69 41 55
70 56 135
71 190 96
72 96 122
73 140 70
74 154 108
75 14 173
76 105 103
77 190 50
78 110 66
79 197 178
80 18 151
81 192 129
82 140 19
83 126 70
84 159 23
85 194 108
86 43 103
87 86 95
88 169 140
89 168 187
90 128 72
91 177 121
92 105 131
93 45 69
94 185 33
95 68 138
96 136 61
97 68 51
98 128 60
99 16 197
