N 100 
0 177 165
1 160 179
2 33 189
3 113 155
4 117 71
5 48 133
6 133 138
7 70 21
8 89 103
9 131 142
10 163 44
11 122 142
12 63 181
13 138 109
14 4 149
15 129 141
16 148 63
17 134 191
18 53 198
19 117 41
20 52 185
21 173 1
22 89 74
23 70 70
24 185 170
25 95 59
26 75 5
27 150 35
28 79 28
29 128 170
30 153 73
31 26 38
32 19 114
33 3 82
34 162 120
35 134 183
36 142 193
37 60 107
38 98 168
39 178 68
40 78 81
41 131 175
42 117 5
43 163 179
44 167 48
45 101 169
46 45 180
47 132 4
48 56 49
49 62 25
50 143 25
51 85 148
52 13 93
53 180 83
54 7 181
55 129 166
56 149 13
57 185 42
58 58 200
59 199 5
60 164 143
61 105 67
62 158 95
63 6 1
64 83 98
65 121 40
66 31 148
67 95 128
68 109 199
69 110 121
70 48 176
71 53 73
72 72 27
73 87 76
74 158 163
75 117 129
76 47 58
77 46 169
78 81 133
79 11 133
80 122 18
81 12 14
82 25 185
83 188 198
84 67 155
85 197 68
86 137 47
87 152 144
88 66 132
89 191 175
90 97 8
91 126 162
92 22 20
93 138 71
94 59 130
95 144 178
96 142 53
97 53 23
98 154 33
99 42 55
