N 100 
0 185 22
1 96 177
2 110 194
3 7 93
4 145 41
5 200 165
6 15 26
7 199 195
8 115 11
9 91 126
10 39 199
11 77 16
12 1 185
13 18 5
14 197 20
15 165 49
16 167 152
17 151 22
18 120 65
19 122 147
20 137 21
21 158 196
22 5 144
23 109 144
24 57 189
25 173 9
26 175 142
27 152 140
28 100 77
29 53 43
30 100 72
31 80 22
32 82 129
33 26 170
34 100 6
35 144 161
36 177 148
37 55 25
38 35 116
39 12 42
40 1 58
41 72 4
42 35 189
43 117 15
44 52 81
45 136 195
46 181 30
47 118 127
48 164 110
49 170 34
50 13 6
51 21 35
52 151 127
53 27 147
54 192 2
55 128 111
56 38 89
57 116 41
58 38 109
59 144 37
60 121 41
61 143 43
62 9 42
63 121 183
64 177 26
65 78 125
66 26 127
67 89 165
68 167 18
69 46 47
70 183 143
71 15 194
72 131 58
73 133 87
74 161 194
75 158 149
76 51 177
77 115 8
78 102 48
79 155 176
80 151 18
81 68 121
82 104 64
83 154 60
84 119 45
85 86 39
86 171 106
87 158 67
88 80 90
89 152 171
90 88 113
91 163 148
92 46 87
93 107 83
94 138 63
95 13 90
96 13 58
97 135 104
98 150 159
99 166 177
