N 100 
0 24 125
1 127 165
2 171 4
3 77 98
4 159 163
5 121 156
6 108 163
7 47 75
8 3 34
9 119 138
10 175 43
11 1 19
12 23 43
13 58 145
14 138 96
15 0 14
16 3 45
17 96 192
18 42 109
19 118 190
20 146 198
21 155 28
22 147 22
23 174 104
24 151 119
25 63 82
26 122 134
27 146 77
28 118 3
29 76 183
30 70 194
31 0 90
32 10 179
33 117 130
34 81 101
35 20 140
36 182 170
37 35 99
38 94 54
39 136 140
40 100 158
41 102 88
42 18 164
43 178 69
44 103 154
45 134 166
46 103 19
47 153 176
48 23 39
49 188 125
50 86 111
51 121 16
52 40 88
53 101 92
54 139 62
55 38 81
56 27 120
57 46 174
58 34 152
59 57 102
60 37 125
61 177 121
62 112 28
63 122 38
64 98 31
65 76 122
66 114 76
67 44 138
68 164 159
69 175 175
70 50 128
71 192 190
72 66 124
73 71 65
74 152 96
75 135 76
76 23 36
77 196 134
78 10 108
79 17 60
80 159 84
81 69 75
82 33 12
83 133 158
84 57 59
85 27 166
86 75 133
87 86 177
88 16 30
89 160 145
90 112 198
91 183 7
92 154 87
93 173 52
94 160 33
95 102 70
96 126 64
97 156 105
98 57 55
99 78 3
