N 100 
0 188 96
1 178 25
2 126 183
3 128 148
4 24 83
5 119 185
6 189 95
7 61 126
8 129 91
9 32 47
10 142 154
11 121 61
12 107 190
13 90 100
14 58 118
15 133 102
16 133 55
17 121 11
18 45 99
19 45 77
20 26 30
21 0 100
22 198 135
23 40 34
24 42 91
25 3 164
26 85 177
27 173 46
28 10 38
29 136 10
30 109 178
31 101 137
32 155 37
33 47 168
34 136 117
35 92 114
36 49 165
37 73 50
38 133 70
39 29 104
40 23 25
41 64 116
42 108 88
43 29 183
44 85 81
45 53 44
46 39 178
47 111 3
48 12 79
49 89 99
50 85 46
51 173 26
52 11 45
53 85 99
54 118 123
55 14 78
56 178 72
57 191 136
58 86 48
59 191 43
60 170 35
61 147 167
62 18 138
63 32 190
64 33 99
65 83 51
66 46 148
67 96 33
68 187 89
69 160 153
70 60 184
71 186 86
72 142 135
73 143 195
74 69 189
75 176 11
76 80 42
77 110 48
78 107 97
79 67 113
80 189 121
81 1 82
82 90 77
83 120 108
84 49 157
85 7 183
86 9 159
87 2 84
88 166 81
89 10 80
90 24 29
91 126 163
92 110 198
93 150 71
94 170 40
95 111 23
96 94 133
97 169 27
98 144 83
99 52 103
