N 100 
0 160 48
1 108 188
2 92 154
3 39 46
4 51 35
5 167 198
6 164 42
7 169 188
8 93 7
9 38 67
10 173 164
11 147 5
12 13 51
13 102 160
14 137 151
15 142 111
16 19 29
17 149 132
18 178 64
19 1 135
20 62 64
21 8 185
22 130 2
23 25 155
24 73 45
25 92 86
26 127 172
27 146 88
28 30 55
29 31 65
30 152 9
31 59 128
32 52 155
33 72 169
34 177 0
35 117 108
36 82 63
37 53 189
38 105 45
39 164 161
40 67 69
41 109 183
42 178 15
43 17 22
44 166 23
45 50 172
46 109 199
47 190 52
48 0 188
49 45 46
50 30 177
51 147 31
52 57 154
53 94 67
54 163 119
55 22 183
56 67 2
57 100 13
58 197 67
59 48 187
60 90 178
61 162 37
62 35 151
63 18 124
64 29 12
65 196 179
66 43 31
67 83 126
68 59 129
69 84 121
70 30 181
71 93 65
72 113 113
73 7 96
74 90 172
75 72 105
76 68 195
77 110 62
78 23 4
79 161 0
80 120 47
81 152 5
82 130 57
83 116 5
84 118 17
85 101 121
86 145 73
87 128 60
88 87 37
89 131 16
90 84 20
91 119 194
92 172 61
93 79 47
94 2 80
95 149 81
96 96 25
97 141 42
98 12 112
99 120 8
