N 100 
0 19 61
1 15 98
2 33 7
3 116 142
4 142 60
5 130 20
6 34 151
7 123 96
8 104 190
9 135 168
10 177 62
11 110 97
12 31 115
13 200 49
14 7 194
15 155 181
16 22 41
17 116 15
18 34 113
19 68 90
20 167 113
21 67 23
22 69 54
23 5 106
24 28 110
25 15 26
26 153 91
27 3 55
28 94 42
29 136 29
30 19 136
31 155 35
32 69 112
33 121 130
34 25 59
35 139 70
36 94 27
37 141 3
38 72 130
39 154 154
40 60 30
41 12 156
42 136 47
43 101 183
44 128 28
45 149 35
46 32 143
47 93 148
48 194 154
49 73 43
50 169 93
51 150 137
52 157 151
53 169 98
54 5 160
55 78 165
56 195 113
57 98 158
58 158 21
59 197 44
60 107 28
61 68 59
62 10 53
63 197 151
64 182 149
65 95 137
66 38 3
67 132 4
68 25 103
69 97 142
70 8 73
71 164 194
72 76 55
73 10 169
74 79 128
75 43 63
76 153 138
77 57 27
78 135 106
79 127 165
80 198 63
81 156 130
82 149 45
83 172 73
84 43 185
85 129 91
86 136 40
87 151 22
88 120 2
89 170 17
90 53 171
91 18 41
92 26 106
93 179 166
94 17 26
95 82 110
96 191 8
97 96 3
98 173 5
99 5 130
