N 100 
0 145 111
1 169 24
2 99 164
3 94 167
4 199 84
5 120 115
6 121 189
7 33 129
8 11 78
9 22 115
10 108 67
11 122 66
12 167 142
13 113 110
14 129 2
15 166 26
16 49 179
17 199 178
18 39 128
19 171 17
20 142 21
21 33 175
22 144 99
23 171 135
24 14 141
25 101 95
26 68 18
27 64 32
28 133 108
29 60 62
30 1 156
31 12 180
32 92 69
33 5 105
34 81 187
35 157 113
36 65 159
37 170 112
38 157 116
39 177 171
40 17 44
41 135 178
42 77 147
43 164 125
44 2 127
45 27 186
46 164 21
47 156 93
48 140 4
49 40 60
50 173 166
51 141 20
52 29 74
53 155 147
54 81 182
55 18 82
56 118 55
57 138 141
58 71 134
59 83 6
60 113 71
61 185 146
62 122 82
63 170 61
64 143 4
65 5 21
66 55 20
67 35 188
68 175 164
69 24 56
70 173 167
71 142 182
72 178 3
73 23 39
74 197 108
75 120 69
76 150 147
77 192 92
78 46 136
79 72 54
80 8 9
81 49 122
82 57 43
83 175 140
84 145 51
85 140 75
86 2 123
87 79 45
88 112 193
89 120 184
90 138 163
91 52 172
92 105 7
93 57 7
94 180 38
95 162 142
96 85 31
97 180 164
98 181 47
99 194 105
