N 100 
0 38 19
1 139 56
2 139 162
3 34 23
4 3 74
5 33 73
6 18 164
7 55 65
8 12 183
9 28 120
10 76 43
11 45 49
12 88 133
13 15 123
14 148 151
15 162 153
16 164 117
17 140 183
18 53 192
19 198 44
20 87 11
21 105 196
22 191 155
23 26 9
24 178 115
25 47 165
26 91 173
27 163 108
28 145 103
29 15 132
30 120 30
31 69 0
32 2 197
33 34 184
34 49 55
35 192 58
36 170 19
37 159 104
38 156 58
39 113 108
40 117 52
41 3 8
42 54 19
43 141 170
44 18 1
45 141 80
46 0 191
47 19 196
48 141 62
49 50 85
50 68 40
51 151 85
52 39 17
53 78 163
54 111 75
55 114 51
56 180 181
57 37 105
58 175 43
59 7 14
60 18 121
61 5 177
62 88 23
63 150 67
64 59 18
65 61 23
66 199 151
67 70 143
68 31 145
69 173 191
70 130 76
71 109 161
72 123 88
73 95 53
74 71 174
75 169 143
76 65 170
77 139 33
78 167 186
79 184 136
80 9 25
81 112 53
82 195 183
83 76 175
84 152 49
85 198 20
86 83 191
87 149 158
88 192 123
89 98 136
90 73 48
91 115 118
92 93 1
93 80 188
94 131 9
95 127 54
96 11 89
97 5 50
98 183 10
99 71 130
