N 100 
0 136 113
1 172 125
2 139 135
3 100 196
4 154 20
5 79 153
6 187 102
7 138 26
8 193 194
9 171 73
10 154 98
11 128 185
12 13 76
13 106 83
14 130 10
15 6 197
16 55 132
17 16 44
18 184 94
19 11 150
20 103 30
21 36 37
22 113 120
23 106 126
24 99 196
25 16 179
26 75 128
27 186 14
28 158 124
29 103 23
30 59 85
31 130 102
32 35 85
33 33 143
34 192 2
35 129 180
36 117 99
37 178 35
38 87 100
39 153 194
40 28 124
41 115 193
42 29 177
43 78 63
44 110 50
45 35 134
46 148 131
47 63 181
48 11 70
49 178 103
50 23 50
51 30 46
52 50 19
53 84 7
54 129 61
55 195 73
56 136 177
57 80 177
58 144 166
59 198 53
60 44 168
61 142 168
62 143 131
63 131 194
64 84 123
65 183 78
66 166 40
67 137 175
68 174 14
69 176 70
70 132 28
71 135 37
72 52 71
73 153 180
74 84 49
75 127 60
76 166 55
77 75 48
78 51 62
79 172 33
80 118 126
81 171 107
82 192 6
83 67 120
84 169 189
85 171 149
86 132 13
87 78 14
88 98 174
89 63 54
90 138 40
91 147 146
92 68 89
93 13 56
94 62 181
95 50 62
96 57 156
97 137 71
98 55 15
99 140 190
