N 100 
0 142 52
1 103 22
2 27 86
3 130 22
4 166 132
5 46 77
6 188 5
7 26 82
8 137 29
9 23 15
10 56 5
11 52 114
12 188 50
13 47 175
14 64 137
15 53 126
16 74 31
17 75 99
18 136 158
19 138 77
20 184 53
21 113 51
22 107 174
23 150 41
24 140 141
25 56 92
26 63 6
27 123 7
28 161 3
29 164 67
30 149 0
31 160 115
32 131 25
33 12 151
34 42 159
35 92 171
36 107 171
37 38 63
38 161 91
39 150 103
40 90 119
41 159 141
42 11 122
43 162 117
44 109 150
45 20 76
46 117 180
47 26 126
48 59 110
49 176 101
50 72 35
51 46 9
52 193 178
53 187 155
54 20 165
55 124 165
56 63 137
57 110 77
58 127 160
59 30 133
60 182 129
61 138 163
62 112 135
63 168 164
64 200 6
65 179 13
66 55 196
67 93 148
68 41 142
69 129 93
70 198 41
71 41 82
72 114 50
73 81 148
74 133 9
75 174 172
76 13 48
77 98 88
78 51 44
79 181 123
80 128 53
81 142 159
82 30 132
83 73 21
84 94 114
85 64 133
86 194 154
87 0 21
88 137 50
89 156 155
90 129 158
91 155 56
92 116 145
93 75 20
94 20 60
95 149 4
96 38 70
97 89 35
98 17 92
99 145 97
