N 100 
0 0 97
1 196 15
2 147 111
3 33 35
4 31 96
5 8 35
6 169 39
7 191 6
8 96 16
9 98 147
10 28 83
11 62 99
12 76 94
13 54 46
14 145 9
15 65 147
16 73 114
17 138 59
18 57 1
19 137 47
20 0 70
21 124 23
22 2 102
23 166 172
24 145 191
25 185 100
26 83 161
27 131 45
28 134 59
29 2 5
30 16 3
31 141 81
32 81 21
33 134 50
34 24 25
35 183 117
36 126 23
37 37 199
38 100 109
39 86 21
40 51 152
41 95 102
42 200 87
43 166 112
44 137 68
45 163 139
46 99 71
47 108 89
48 66 72
49 176 14
50 76 86
51 59 114
52 18 83
53 177 171
54 122 107
55 86 78
56 137 148
57 22 14
58 164 38
59 69 110
60 16 42
61 26 163
62 45 57
63 157 17
64 31 22
65 71 146
66 111 39
67 98 16
68 163 138
69 1 69
70 68 154
71 75 86
72 77 133
73 52 190
74 164 189
75 127 192
76 186 158
77 178 135
78 180 13
79 24 122
80 3 164
81 98 10
82 177 44
83 28 194
84 131 48
85 8 115
86 124 90
87 7 26
88 149 182
89 39 98
90 92 93
91 105 162
92 89 95
93 1 142
94 79 41
95 73 18
96 4 181
97 63 113
98 76 42
99 129 131
