N 100 
0 187 186
1 82 108
2 161 37
3 80 91
4 11 105
5 121 135
6 69 51
7 64 149
8 38 179
9 130 31
10 150 165
11 29 186
12 142 39
13 180 68
14 116 74
15 85 159
16 63 101
17 40 145
18 39 106
19 69 103
20 72 28
21 119 187
22 129 82
23 135 103
24 20 192
25 198 136
26 117 138
27 31 163
28 177 26
29 191 26
30 78 35
31 61 34
32 20 98
33 76 117
34 186 140
35 34 171
36 6 100
37 200 191
38 84 12
39 82 170
40 197 109
41 177 39
42 101 101
43 25 183
44 93 198
45 174 164
46 185 38
47 139 70
48 197 114
49 94 82
50 85 92
51 37 113
52 130 80
53 123 146
54 52 198
55 136 71
56 62 128
57 142 30
58 148 66
59 178 7
60 67 170
61 30 55
62 90 107
63 114 167
64 154 106
65 142 189
66 5 116
67 194 32
68 115 92
69 5 34
70 148 88
71 178 6
72 100 26
73 113 163
74 6 182
75 119 183
76 44 47
77 12 174
78 200 73
79 56 142
80 72 57
81 164 39
82 166 56
83 97 0
84 12 117
85 80 136
86 139 128
87 165 85
88 17 199
89 127 138
90 7 99
91 46 44
92 131 85
93 195 123
94 31 176
95 96 111
96 200 26
97 143 180
98 87 116
99 6 156
