N 100 
0 190 127
1 155 57
2 155 88
3 121 151
4 4 81
5 28 31
6 188 40
7 189 67
8 124 35
9 153 125
10 27 161
11 169 156
12 151 152
13 124 182
14 109 188
15 90 11
16 16 194
17 192 52
18 118 172
19 123 51
20 141 190
21 143 160
22 58 110
23 188 167
24 62 109
25 147 22
26 154 175
27 155 6
28 128 68
29 79 59
30 47 181
31 182 91
32 37 41
33 9 129
34 166 73
35 63 87
36 19 170
37 100 21
38 141 72
39 39 27
40 30 157
41 89 168
42 17 110
43 129 89
44 25 12
45 4 66
46 54 138
47 55 64
48 178 185
49 144 141
50 153 112
51 162 122
52 143 146
53 141 78
54 105 39
55 32 16
56 111 59
57 36 55
58 188 144
59 134 147
60 72 87
61 141 195
62 40 177
63 155 178
64 38 29
65 86 31
66 116 1
67 55 162
68 45 85
69 87 196
70 25 93
71 193 11
72 165 68
73 81 66
74 143 97
75 20 44
76 162 179
77 156 107
78 7 187
79 88 30
80 101 105
81 109 184
82 32 113
83 154 183
84 14 176
85 53 58
86 172 161
87 118 52
88 165 1
89 60 191
90 173 10
91 177 15
92 107 61
93 171 76
94 44 181
95 86 17
96 181 116
97 39 32
98 121 98
99 80 196
