N 100 
0 12 108
1 128 55
2 33 193
3 31 7
4 131 102
5 68 165
6 165 76
7 23 146
8 43 33
9 44 86
10 86 95
11 32 152
12 104 27
13 141 22
14 17 197
15 13 21
16 79 109
17 108 119
18 150 108
19 169 89
20 75 188
21 135 37
22 71 91
23 41 93
24 174 134
25 22 168
26 139 200
27 80 141
28 159 84
29 133 108
30 33 36
31 9 177
32 88 151
33 39 159
34 69 27
35 195 80
36 66 179
37 200 78
38 58 17
39 93 138
40 127 133
41 145 173
42 34 130
43 104 15
44 174 104
45 95 31
46 20 180
47 128 112
48 133 78
49 134 173
50 34 53
51 161 139
52 45 19
53 68 188
54 37 195
55 87 20
56 145 193
57 24 88
58 173 112
59 37 68
60 77 23
61 0 111
62 61 190
63 85 193
64 138 53
65 15 124
66 81 168
67 126 64
68 92 143
69 117 93
70 178 123
71 43 164
72 90 136
73 68 94
74 39 64
75 175 41
76 149 154
77 158 189
78 162 98
79 160 106
80 195 124
81 198 42
82 116 49
83 18 1
84 160 158
85 49 141
86 42 149
87 33 113
88 111 157
89 92 29
90 149 128
91 116 5
92 158 69
93 77 137
94 51 3
95 43 117
96 111 24
97 192 54
98 112 109
99 177 128
