N 100 
0 56 177
1 160 193
2 52 156
3 180 192
4 107 196
5 178 171
6 122 141
7 130 181
8 109 93
9 142 51
10 153 135
11 5 105
12 10 140
13 106 180
14 19 67
15 132 117
16 131 70
17 30 165
18 133 16
19 117 106
20 73 169
21 103 24
22 110 118
23 26 43
24 134 37
25 141 29
26 169 65
27 9 75
28 126 93
29 191 138
30 8 174
31 38 90
32 41 81
33 84 104
34 107 49
35 8 168
36 75 58
37 52 19
38 181 18
39 150 47
40 154 5
41 48 104
42 126 114
43 97 190
44 199 54
45 28 59
46 199 18
47 166 33
48 171 45
49 192 127
50 51 183
51 115 121
52 147 141
53 28 7
54 159 180
55 181 200
56 78 150
57 52 165
58 25 5
59 168 73
60 104 96
61 19 155
62 32 137
63 9 16
64 8 175
65 38 191
66 196 124
67 18 39
68 41 119
69 139 39
70 192 186
71 144 38
72 9 62
73 79 39
74 173 80
75 3 12
76 58 118
77 138 85
78 77 119
79 85 160
80 82 90
81 133 164
82 93 175
83 186 70
84 60 56
85 112 48
86 78 192
87 35 200
88 173 161
89 7 189
90 40 16
91 60 80
92 155 165
93 168 16
94 10 106
95 74 133
96 77 133
97 8 88
98 29 139
99 116 102
