N 100 
0 1 169
1 106 44
2 142 188
3 133 184
4 180 138
5 140 93
6 94 20
7 65 44
8 151 33
9 4 197
10 24 143
11 129 161
12 102 152
13 117 185
14 148 199
15 30 187
16 109 140
17 199 38
18 173 193
19 184 113
20 29 178
21 125 98
22 133 67
23 92 80
24 12 85
25 79 101
26 168 145
27 95 120
28 2 198
29 153 123
30 13 189
31 172 10
32 160 198
33 112 16
34 66 0
35 95 197
36 26 188
37 101 72
38 86 6
39 87 179
40 90 149
41 110 163
42 56 41
43 127 46
44 147 130
45 117 37
46 106 112
47 193 67
48 196 129
49 161 74
50 148 64
51 101 179
52 86 119
53 27 119
54 161 59
55 111 7
56 51 76
57 137 150
58 179 106
59 13 28
60 154 70
61 168 20
62 195 189
63 166 34
64 194 134
65 166 143
66 141 39
67 178 80
68 162 26
69 76 155
70 159 37
71 195 179
72 174 42
73 190 128
74 156 109
75 44 152
76 103 65
77 146 73
78 183 33
79 38 34
80 101 8
81 198 145
82 121 118
83 77 57
84 19 6
85 37 61
86 173 145
87 125 13
88 155 137
89 36 168
90 47 21
91 175 121
92 41 41
93 129 78
94 138 153
95 176 140
96 84 23
97 162 113
98 40 13
99 128 200
