N 100 
0 180 145
1 143 45
2 88 129
3 141 189
4 7 34
5 100 67
6 147 34
7 113 69
8 9 81
9 72 145
10 67 113
11 184 57
12 34 10
13 40 148
14 85 89
15 182 105
16 135 148
17 29 42
18 133 119
19 13 99
20 63 144
21 165 187
22 179 127
23 42 59
24 74 128
25 59 133
26 54 86
27 43 59
28 40 166
29 29 75
30 97 102
31 77 176
32 83 194
33 22 47
34 155 135
35 58 165
36 140 157
37 27 72
38 50 83
39 53 5
40 174 32
41 152 170
42 161 53
43 73 72
44 8 50
45 59 45
46 6 156
47 148 23
48 20 57
49 48 140
50 119 118
51 100 69
52 170 112
53 135 13
54 144 4
55 100 88
56 42 123
57 121 200
58 67 90
59 200 108
60 171 132
61 25 15
62 0 34
63 0 15
64 148 128
65 83 151
66 3 4
67 148 15
68 163 34
69 159 129
70 90 122
71 67 162
72 185 138
73 113 11
74 132 72
75 155 184
76 152 49
77 30 31
78 104 123
79 88 180
80 96 189
81 14 127
82 133 142
83 116 78
84 140 58
85 52 195
86 196 173
87 102 146
88 81 46
89 75 19
90 193 100
91 198 41
92 69 180
93 176 165
94 146 164
95 25 156
96 54 9
97 192 162
98 15 122
99 108 127
