N 100 
0 114 64
1 55 194
2 10 102
3 172 164
4 25 169
5 83 33
6 95 107
7 114 188
8 43 186
9 70 39
10 111 90
11 93 122
12 187 27
13 178 118
14 6 111
15 187 11
16 166 127
17 180 4
18 155 163
19 156 200
20 100 195
21 51 90
22 97 200
23 147 41
24 145 30
25 6 196
26 69 13
27 175 170
28 117 100
29 102 172
30 2 177
31 84 154
32 184 111
33 126 49
34 155 184
35 76 162
36 88 24
37 70 156
38 193 100
39 70 162
40 46 106
41 134 179
42 27 96
43 100 182
44 13 138
45 51 167
46 120 197
47 129 12
48 72 69
49 187 135
50 105 42
51 153 128
52 45 159
53 26 147
54 44 114
55 27 142
56 26 102
57 15 189
58 170 89
59 184 123
60 76 161
61 145 125
62 192 56
63 57 52
64 76 155
65 182 194
66 73 84
67 45 48
68 190 140
69 112 162
70 102 148
71 123 128
72 0 189
73 95 50
74 75 108
75 54 60
76 187 77
77 189 3
78 107 51
79 14 199
80 129 170
81 138 132
82 56 185
83 19 200
84 169 62
85 97 15
86 18 155
87 104 165
88 157 163
89 128 157
90 121 18
91 24 135
92 167 42
93 103 179
94 101 78
95 95 165
96 151 103
97 68 156
98 147 145
99 53 137
