N 100 
0 188 110
1 37 11
2 79 165
3 127 105
4 91 193
5 145 34
6 17 179
7 74 15
8 34 175
9 26 137
10 122 88
11 28 23
12 16 106
13 161 142
14 73 199
15 187 17
16 193 55
17 130 40
18 142 137
19 97 51
20 170 134
21 46 86
22 157 86
23 33 11
24 153 163
25 90 99
26 105 149
27 33 91
28 146 107
29 40 114
30 23 82
31 50 62
32 108 61
33 66 88
34 9 131
35 183 97
36 129 58
37 35 130
38 53 176
39 4 18
40 136 106
41 111 13
42 82 156
43 116 193
44 158 169
45 86 101
46 47 116
47 92 31
48 182 92
49 63 8
50 80 120
51 125 99
52 49 13
53 140 24
54 37 46
55 119 128
56 31 96
57 68 168
58 21 70
59 177 60
60 140 186
61 195 34
62 89 129
63 96 160
64 49 35
65 131 87
66 60 139
67 91 177
68 37 127
69 48 120
70 135 123
71 18 16
72 106 89
73 34 13
74 152 100
75 64 141
76 197 55
77 167 30
78 22 0
79 21 138
80 162 150
81 193 71
82 56 16
83 159 184
84 24 92
85 84 49
86 8 49
87 130 87
88 186 31
89 19 185
90 184 24
91 113 7
92 114 69
93 95 15
94 30 20
95 143 123
96 62 166
97 20 149
98 189 0
99 123 9
