N 100 
0 0 146
1 152 47
2 35 53
3 138 178
4 18 72
5 137 110
6 37 12
7 33 2
8 136 171
9 122 190
10 143 99
11 54 5
12 23 13
13 157 36
14 187 22
15 117 32
16 43 93
17 100 141
18 2 176
19 19 49
20 85 9
21 163 166
22 164 186
23 92 48
24 171 200
25 191 120
26 129 5
27 2 58
28 125 188
29 5 158
30 164 47
31 47 62
32 23 7
33 28 92
34 55 4
35 144 86
36 185 23
37 81 93
38 38 133
39 8 177
40 153 195
41 102 197
42 137 54
43 118 191
44 52 55
45 85 51
46 117 175
47 167 165
48 137 137
49 133 16
50 198 166
51 169 151
52 174 150
53 98 103
54 70 122
55 67 110
56 56 45
57 74 126
58 120 153
59 186 167
60 192 49
61 81 79
62 102 166
63 177 38
64 36 113
65 19 13
66 69 16
67 179 137
68 103 20
69 153 143
70 22 162
71 73 31
72 162 5
73 135 7
74 44 180
75 60 16
76 146 124
77 168 125
78 71 30
79 156 156
80 153 84
81 22 169
82 67 100
83 9 58
84 35 94
85 122 36
86 200 19
87 190 51
88 114 178
89 19 142
90 47 95
91 91 19
92 105 94
93 160 136
94 67 172
95 107 24
96 128 104
97 199 119
98 152 26
99 160 69
