N 100 
0 147 169
1 82 80
2 30 131
3 110 156
4 120 144
5 139 93
6 111 37
7 106 66
8 154 11
9 51 43
10 58 163
11 10 178
12 8 42
13 168 120
14 141 45
15 149 52
16 39 193
17 14 3
18 91 60
19 17 20
20 82 37
21 151 23
22 178 160
23 36 98
24 145 105
25 107 146
26 21 102
27 159 46
28 72 103
29 141 102
30 173 162
31 151 22
32 192 99
33 187 113
34 165 105
35 88 109
36 32 193
37 107 55
38 137 95
39 21 63
40 36 130
41 197 16
42 53 125
43 20 90
44 147 179
45 59 43
46 164 21
47 37 142
48 43 77
49 21 155
50 186 49
51 142 64
52 38 196
53 149 21
54 192 162
55 92 136
56 23 82
57 94 23
58 109 81
59 43 199
60 185 78
61 4 164
62 156 111
63 146 67
64 106 175
65 10 14
66 85 51
67 65 64
68 0 62
69 197 166
70 86 9
71 88 165
72 58 169
73 39 163
74 85 70
75 135 112
76 18 125
77 77 135
78 190 26
79 9 174
80 12 147
81 114 68
82 153 7
83 185 125
84 168 79
85 116 108
86 192 200
87 8 19
88 15 127
89 117 65
90 20 185
91 54 15
92 194 46
93 120 194
94 24 22
95 47 64
96 75 153
97 191 153
98 140 169
99 41 92
