N 100 
0 195 95
1 132 116
2 42 75
3 126 181
4 26 131
5 75 125
6 79 181
7 198 50
8 94 51
9 35 57
10 83 141
11 0 72
12 154 126
13 101 7
14 195 59
15 37 173
16 60 27
17 105 132
18 29 124
19 93 105
20 37 82
21 106 144
22 61 83
23 51 169
24 102 100
25 113 151
26 14 59
27 106 141
28 134 28
29 165 157
30 38 97
31 56 155
32 48 179
33 104 117
34 38 119
35 0 149
36 4 119
37 74 73
38 146 164
39 8 167
40 180 76
41 137 25
42 2 4
43 118 92
44 21 63
45 60 127
46 192 75
47 171 79
48 38 32
49 90 41
50 104 36
51 21 156
52 96 55
53 79 177
54 56 175
55 72 131
56 5 49
57 59 146
58 186 198
59 147 118
60 198 136
61 61 164
62 185 22
63 100 180
64 47 90
65 130 76
66 97 138
67 118 40
68 23 152
69 150 199
70 155 79
71 18 89
72 6 70
73 49 94
74 135 145
75 71 182
76 157 71
77 200 68
78 10 89
79 52 99
80 152 155
81 11 41
82 40 176
83 194 66
84 69 160
85 143 24
86 121 101
87 13 131
88 45 117
89 180 62
90 95 183
91 17 6
92 64 16
93 159 146
94 23 0
95 181 117
96 143 18
97 166 35
98 74 25
99 147 0
