N 100 
0 143 170
1 197 192
2 10 75
3 39 190
4 150 47
5 96 141
6 37 0
7 198 178
8 46 118
9 105 153
10 66 32
11 135 124
12 38 41
13 51 109
14 14 176
15 41 179
16 17 187
17 200 144
18 15 126
19 35 61
20 145 127
21 170 43
22 60 190
23 71 179
24 154 76
25 137 144
26 153 93
27 2 187
28 76 72
29 3 1
30 37 12
31 184 182
32 186 16
33 56 38
34 137 179
35 47 187
36 107 104
37 12 19
38 139 52
39 38 14
40 104 82
41 96 123
42 40 125
43 68 90
44 139 132
45 191 8
46 119 83
47 68 28
48 77 89
49 97 149
50 45 154
51 74 72
52 120 13
53 109 55
54 110 103
55 27 18
56 76 100
57 57 164
58 183 37
59 197 25
60 70 177
61 169 55
62 26 200
63 61 105
64 82 141
65 141 142
66 69 151
67 172 67
68 103 97
69 20 74
70 137 54
71 165 59
72 68 81
73 107 24
74 52 154
75 175 184
76 109 150
77 10 39
78 177 38
79 92 176
80 175 69
81 20 33
82 172 120
83 135 169
84 19 135
85 162 62
86 197 115
87 102 49
88 69 41
89 167 168
90 172 138
91 159 161
92 0 16
93 34 124
94 55 28
95 192 125
96 42 95
97 135 14
98 124 173
99 166 39
