N 100 
0 143 154
1 122 158
2 142 115
3 26 173
4 45 190
5 132 54
6 125 85
7 159 18
8 62 9
9 51 67
10 38 135
11 111 196
12 153 112
13 199 0
14 111 158
15 67 130
16 99 152
17 55 111
18 84 179
19 163 91
20 84 177
21 102 114
22 170 77
23 165 172
24 29 197
25 118 3
26 61 79
27 137 11
28 51 165
29 193 68
30 17 65
31 182 69
32 144 108
33 124 103
34 141 50
35 32 122
36 122 20
37 105 19
38 135 190
39 185 130
40 169 14
41 154 159
42 49 185
43 11 113
44 23 13
45 57 76
46 111 137
47 165 108
48 15 27
49 175 26
50 107 194
51 112 79
52 190 167
53 137 42
54 125 107
55 88 27
56 199 185
57 78 2
58 196 28
59 108 86
60 27 135
61 139 100
62 102 151
63 36 30
64 152 63
65 181 57
66 187 64
67 4 128
68 143 139
69 15 115
70 38 71
71 147 166
72 157 32
73 151 120
74 156 63
75 83 0
76 182 22
77 198 60
78 59 162
79 3 59
80 61 39
81 63 81
82 137 131
83 122 169
84 108 171
85 96 146
86 195 126
87 135 176
88 35 170
89 176 0
90 33 94
91 157 151
92 24 156
93 186 11
94 91 157
95 34 1
96 26 174
97 142 13
98 98 25
99 180 1
